Date,Product_ID,Product_Name,Category,Base_Price,Current_Price,Discount,Actual_Price,Competitor_Price,Units_Sold,Inventory,Holiday_Flag,Weekend_Flag,Month,Day_of_Week,Quarter,Revenue,Price_Gap,Price_Gap_Pct,Inventory_Level,Season,Is_Discounted,Price_to_Base_Ratio
2024-01-21,LAPTOP001,Laptop Pro,Laptops,75000,80686.12,0.0,80686.12,64758.15,108,209,0,1,1,6,1,8714101.43,15927.969999999994,0.24596085589226982,Medium,Winter,0,1.0758149333333333
2024-01-22,LAPTOP001,Laptop Pro,Laptops,75000,83366.48,0.0,83366.48,60877.42,81,128,0,0,1,0,1,6752684.83,22489.059999999998,0.36941545814523674,Low,Winter,0,1.1115530666666666
2024-01-23,LAPTOP001,Laptop Pro,Laptops,75000,66649.57,0.2,53319.66,70053.57,137,258,0,0,1,1,1,7304793.09,-16733.910000000003,-0.23887305100939185,Medium,Winter,1,0.7109288
2024-01-24,LAPTOP001,Laptop Pro,Laptops,75000,67367.1,0.0,67367.1,84539.01,161,97,0,0,1,2,1,10846102.72,-17171.90999999999,-0.2031240962012684,Low,Winter,0,0.898228
2024-01-25,LAPTOP001,Laptop Pro,Laptops,75000,75168.02,0.0,75168.02,60191.58,89,368,0,0,1,3,1,6689954.14,14976.440000000002,0.2488128738272031,High,Winter,0,1.0022402666666668
2024-01-26,LAPTOP001,Laptop Pro,Laptops,75000,77630.86,0.0,77630.86,89435.59,148,220,1,0,1,4,1,11489366.64,-11804.729999999996,-0.13199141415626595,Medium,Winter,0,1.0350781333333334
2024-01-27,LAPTOP001,Laptop Pro,Laptops,75000,69595.58,0.05,66115.8,79020.17,191,284,0,1,1,5,1,12628118.1,-12904.369999999995,-0.1633047613033482,Medium,Winter,1,0.881544
2024-01-28,LAPTOP001,Laptop Pro,Laptops,75000,81296.52,0.0,81296.52,63209.42,101,183,0,1,1,6,1,8210948.66,18087.100000000006,0.2861456409503521,Medium,Winter,0,1.0839536
2024-01-29,LAPTOP001,Laptop Pro,Laptops,75000,75928.5,0.2,60742.8,88889.76,174,217,0,0,1,0,1,10569246.92,-28146.959999999992,-0.316650196828071,Medium,Winter,1,0.8099040000000001
2024-01-30,LAPTOP001,Laptop Pro,Laptops,75000,77983.99,0.2,62387.19,87960.84,191,271,0,0,1,1,1,11915954.07,-25573.649999999994,-0.2907390379628025,Medium,Winter,1,0.8318292
2024-01-31,LAPTOP001,Laptop Pro,Laptops,75000,84837.64,0.0,84837.64,80636.57,74,197,0,0,1,2,1,6277985.43,4201.069999999992,0.05209881819129946,Medium,Winter,0,1.1311685333333332
2024-02-01,LAPTOP001,Laptop Pro,Laptops,75000,70521.68,0.15,59943.43,81245.16,171,330,0,0,2,3,1,10250326.23,-21301.730000000003,-0.2621907569632456,High,Winter,1,0.7992457333333334
2024-02-02,LAPTOP001,Laptop Pro,Laptops,75000,76848.84,0.05,73006.39,70376.49,117,213,0,0,2,4,1,8541748.05,2629.899999999994,0.037369013430479325,Medium,Winter,1,0.9734185333333333
2024-02-03,LAPTOP001,Laptop Pro,Laptops,75000,64779.2,0.15,55062.32,86146.1,243,337,0,1,2,5,1,13380142.88,-31083.780000000006,-0.36082631715190827,High,Winter,1,0.7341642666666667
2024-02-04,LAPTOP001,Laptop Pro,Laptops,75000,85549.75,0.0,85549.75,82489.55,79,258,0,1,2,6,1,6758430.39,3060.199999999997,0.0370980324174395,Medium,Winter,0,1.1406633333333334
2024-02-05,LAPTOP001,Laptop Pro,Laptops,75000,80810.92,0.0,80810.92,60737.61,62,196,0,0,2,0,1,5010277.16,20073.309999999998,0.33049226006752647,Medium,Winter,0,1.0774789333333332
2024-02-06,LAPTOP001,Laptop Pro,Laptops,75000,71031.23,0.0,71031.23,74659.3,122,74,0,0,2,1,1,8665810.05,-3628.070000000007,-0.048595017633436245,Low,Winter,0,0.9470830666666666
2024-02-07,LAPTOP001,Laptop Pro,Laptops,75000,79124.15,0.0,79124.15,73377.08,68,245,0,0,2,2,1,5380441.93,5747.069999999992,0.07832241348388341,Medium,Winter,0,1.0549886666666666
2024-02-08,LAPTOP001,Laptop Pro,Laptops,75000,86185.3,0.1,77566.77,72785.44,107,138,0,0,2,3,1,8299644.51,4781.330000000002,0.06569074803971786,Low,Winter,1,1.0342236
2024-02-09,LAPTOP001,Laptop Pro,Laptops,75000,67431.54,0.0,67431.54,83844.29,140,209,0,0,2,4,1,9440415.04,-16412.75,-0.19575274595324263,Medium,Winter,0,0.8990871999999999
2024-02-10,LAPTOP001,Laptop Pro,Laptops,75000,68717.32,0.0,68717.32,62471.43,134,75,0,1,2,5,1,9208120.38,6245.890000000007,0.09997994283146723,Low,Winter,0,0.9162309333333334
2024-02-11,LAPTOP001,Laptop Pro,Laptops,75000,78476.5,0.1,70628.85,68197.79,85,311,0,1,2,6,1,6003452.43,2431.060000000012,0.035647196192134856,High,Winter,1,0.941718
2024-02-12,LAPTOP001,Laptop Pro,Laptops,75000,67148.8,0.0,67148.8,72970.04,143,168,0,0,2,0,1,9602278.77,-5821.239999999991,-0.07977575454254912,Medium,Winter,0,0.8953173333333334
2024-02-13,LAPTOP001,Laptop Pro,Laptops,75000,73193.86,0.15,62214.78,79155.78,162,280,0,0,2,1,1,10078795.16,-16941.0,-0.21402101021555217,Medium,Winter,1,0.8295304
2024-02-14,LAPTOP001,Laptop Pro,Laptops,75000,69919.84,0.05,66423.85,89519.33,150,130,0,0,2,2,1,9963577.49,-23095.479999999996,-0.25799433485482964,Low,Winter,1,0.8856513333333335
2024-02-15,LAPTOP001,Laptop Pro,Laptops,75000,83867.23,0.1,75480.51,66898.64,101,330,0,0,2,3,1,7623531.4,8581.869999999995,0.1282816810625746,High,Winter,1,1.0064068
2024-02-16,LAPTOP001,Laptop Pro,Laptops,75000,64450.52,0.0,64450.52,79550.0,138,192,0,0,2,4,1,8894171.33,-15099.480000000003,-0.1898111879321182,Medium,Winter,0,0.8593402666666666
2024-02-17,LAPTOP001,Laptop Pro,Laptops,75000,83198.06,0.05,79038.16,74196.3,126,66,0,1,2,5,1,9958807.86,4841.860000000001,0.0652574319743707,Low,Winter,1,1.0538421333333334
2024-02-18,LAPTOP001,Laptop Pro,Laptops,75000,67924.32,0.1,61131.89,86058.7,71,248,0,1,2,6,1,4340364.31,-24926.809999999998,-0.2896489256751496,Medium,Winter,1,0.8150918666666667
2024-02-19,LAPTOP001,Laptop Pro,Laptops,75000,81095.74,0.0,81095.74,85343.5,96,152,0,0,2,0,1,7785191.18,-4247.759999999995,-0.049772507572339954,Medium,Winter,0,1.0812765333333334
2024-02-20,LAPTOP001,Laptop Pro,Laptops,75000,77839.96,0.0,77839.96,63937.35,71,81,0,0,2,1,1,5526636.96,13902.610000000008,0.21744113573677995,Low,Winter,0,1.0378661333333334
2024-02-21,LAPTOP001,Laptop Pro,Laptops,75000,84469.08,0.15,71798.72,78499.51,88,311,0,0,2,2,1,6318286.93,-6700.789999999994,-0.0853609149916986,High,Winter,1,0.9573162666666667
2024-02-22,LAPTOP001,Laptop Pro,Laptops,75000,74584.25,0.0,74584.25,63519.25,81,230,0,0,2,3,1,6041324.49,11065.0,0.1741991600971359,Medium,Winter,0,0.9944566666666667
2024-02-23,LAPTOP001,Laptop Pro,Laptops,75000,79175.22,0.1,71257.7,72909.18,121,109,0,0,2,4,1,8622181.35,-1651.479999999996,-0.02265119426662042,Low,Winter,1,0.9501026666666667
2024-02-24,LAPTOP001,Laptop Pro,Laptops,75000,74810.88,0.2,59848.7,61926.27,111,337,0,1,2,5,1,6643205.9,-2077.5699999999997,-0.03354908990966192,High,Winter,1,0.7979826666666666
2024-02-25,LAPTOP001,Laptop Pro,Laptops,75000,69802.35,0.15,59332.0,83926.77,246,91,0,1,2,6,1,14595671.72,-24594.770000000004,-0.2930503580681111,Low,Winter,1,0.7910933333333333
2024-02-26,LAPTOP001,Laptop Pro,Laptops,75000,73992.45,0.15,62893.59,60348.62,79,389,0,0,2,0,1,4968593.24,2544.969999999994,0.04217113829612001,High,Winter,1,0.8385811999999999
2024-02-27,LAPTOP001,Laptop Pro,Laptops,75000,72581.11,0.15,61693.94,74398.17,206,183,0,0,2,1,1,12708951.49,-12704.229999999996,-0.17075997971455475,Medium,Winter,1,0.8225858666666667
2024-02-28,LAPTOP001,Laptop Pro,Laptops,75000,70312.41,0.15,59765.55,80849.46,202,250,0,0,2,2,1,12072640.46,-21083.910000000003,-0.26077984936448556,Medium,Winter,1,0.7968740000000001
2024-02-29,LAPTOP001,Laptop Pro,Laptops,75000,81296.65,0.0,81296.65,61188.56,71,179,0,0,2,3,1,5772061.95,20108.089999999997,0.3286249913382501,Medium,Winter,0,1.0839553333333332
2024-03-01,LAPTOP001,Laptop Pro,Laptops,75000,66110.93,0.05,62805.38,67261.35,179,217,0,0,3,4,1,11242163.48,-4455.970000000008,-0.06624859596187124,Medium,Spring,1,0.8374050666666666
2024-03-02,LAPTOP001,Laptop Pro,Laptops,75000,66956.15,0.15,56912.73,74966.64,224,284,0,1,3,5,1,12748450.91,-18053.909999999996,-0.24082591936893524,Medium,Spring,1,0.7588364000000001
2024-03-03,LAPTOP001,Laptop Pro,Laptops,75000,79555.46,0.1,71599.92,76789.46,132,152,0,1,3,6,1,9451188.87,-5189.540000000008,-0.0675814102612521,Medium,Spring,1,0.9546656
2024-03-04,LAPTOP001,Laptop Pro,Laptops,75000,71095.38,0.0,71095.38,75531.35,99,53,0,0,3,0,1,7038442.56,-4435.970000000001,-0.05873018289756506,Low,Spring,0,0.9479384000000001
2024-03-05,LAPTOP001,Laptop Pro,Laptops,75000,71639.11,0.15,60893.24,60996.09,46,231,0,0,3,1,1,2801089.04,-102.84999999999854,-0.0016861736547375177,Medium,Spring,1,0.8119098666666666
2024-03-06,LAPTOP001,Laptop Pro,Laptops,75000,72680.77,0.15,61778.66,63981.47,191,276,0,0,3,2,1,11799723.61,-2202.8099999999977,-0.034428874485065715,Medium,Spring,1,0.8237154666666667
2024-03-07,LAPTOP001,Laptop Pro,Laptops,75000,79262.96,0.1,71336.67,84017.6,128,148,0,0,3,3,1,9131093.2,-12680.930000000008,-0.15093182856925225,Low,Spring,1,0.9511556
2024-03-08,LAPTOP001,Laptop Pro,Laptops,75000,67518.36,0.0,67518.36,63137.04,121,370,0,0,3,4,1,8169721.33,4381.32,0.06939381383732908,High,Spring,0,0.9002448
2024-03-09,LAPTOP001,Laptop Pro,Laptops,75000,79645.7,0.05,75663.42,60947.58,123,247,0,1,3,5,1,9306600.49,14715.839999999997,0.24145076802064983,Medium,Spring,1,1.0088456
2024-03-10,LAPTOP001,Laptop Pro,Laptops,75000,64919.35,0.0,64919.35,76238.89,170,77,0,1,3,6,1,11036290.16,-11319.54,-0.1484746170884702,Low,Spring,0,0.8655913333333333
2024-03-11,LAPTOP001,Laptop Pro,Laptops,75000,83346.81,0.05,79179.47,81422.61,83,378,0,0,3,0,1,6571895.6,-2243.1399999999994,-0.027549350235763746,High,Spring,1,1.0557262666666667
2024-03-12,LAPTOP001,Laptop Pro,Laptops,75000,71387.63,0.0,71387.63,84444.75,102,276,0,0,3,1,1,7281538.19,-13057.119999999995,-0.15462322998173356,Medium,Spring,0,0.9518350666666667
2024-03-13,LAPTOP001,Laptop Pro,Laptops,75000,83883.37,0.1,75495.04,76427.77,130,146,0,0,3,2,1,9814354.85,-932.7300000000105,-0.01220407189690358,Low,Spring,1,1.0066005333333332
2024-03-14,LAPTOP001,Laptop Pro,Laptops,75000,73927.16,0.0,73927.16,79307.33,106,249,0,0,3,3,1,7836279.11,-5380.169999999998,-0.06783950487300477,Medium,Spring,0,0.9856954666666667
2024-03-15,LAPTOP001,Laptop Pro,Laptops,75000,80210.76,0.05,76200.23,62448.9,82,167,0,0,3,4,1,6248418.53,13751.329999999994,0.22020131659644918,Medium,Spring,1,1.0160030666666666
2024-03-16,LAPTOP001,Laptop Pro,Laptops,75000,69309.82,0.15,58913.35,64786.34,185,297,0,1,3,5,1,10898969.63,-5872.989999999998,-0.09065167132454154,Medium,Spring,1,0.7855113333333333
2024-03-18,LAPTOP001,Laptop Pro,Laptops,75000,67847.65,0.0,67847.65,83690.96,137,254,0,0,3,0,1,9295128.48,-15843.310000000012,-0.1893073039190853,Medium,Spring,0,0.9046353333333332
2024-03-19,LAPTOP001,Laptop Pro,Laptops,75000,74959.4,0.1,67463.46,76660.91,164,90,0,0,3,1,1,11064007.97,-9197.449999999997,-0.11997574774418927,Low,Spring,1,0.8995128000000001
2024-03-20,LAPTOP001,Laptop Pro,Laptops,75000,68890.23,0.1,62001.21,89890.02,102,277,0,0,3,2,1,6324123.27,-27888.810000000005,-0.31025479802985917,Medium,Spring,1,0.8266827999999999
2024-03-21,LAPTOP001,Laptop Pro,Laptops,75000,78382.33,0.05,74463.21,65986.27,109,168,0,0,3,3,1,8116490.06,8476.940000000002,0.12846520950494705,Medium,Spring,1,0.9928428000000001
2024-03-22,LAPTOP001,Laptop Pro,Laptops,75000,65374.46,0.1,58837.02,60919.58,155,200,0,0,3,4,1,9119737.76,-2082.560000000005,-0.03418539655066573,Medium,Spring,1,0.7844935999999999
2024-03-23,LAPTOP001,Laptop Pro,Laptops,75000,74159.02,0.0,74159.02,86048.18,134,66,0,1,3,5,1,9937308.21,-11889.159999999989,-0.13816863994101897,Low,Spring,0,0.9887869333333333
2024-03-24,LAPTOP001,Laptop Pro,Laptops,75000,80460.9,0.0,80460.9,72764.8,62,253,0,1,3,6,1,4988575.6,7696.099999999991,0.1057667993315448,Medium,Spring,0,1.0728119999999999
2024-03-25,LAPTOP001,Laptop Pro,Laptops,75000,72098.37,0.05,68493.45,89629.49,124,129,0,0,3,0,1,8493188.24,-21136.040000000008,-0.23581568967981417,Low,Spring,1,0.913246
2024-03-26,LAPTOP001,Laptop Pro,Laptops,75000,83258.21,0.2,66606.57,77360.26,126,348,0,0,3,1,1,8392427.43,-10753.689999999988,-0.139007935081914,High,Spring,1,0.8880876000000001
2024-03-27,LAPTOP001,Laptop Pro,Laptops,75000,80068.3,0.1,72061.47,74600.07,145,203,0,0,3,2,1,10448912.81,-2538.600000000006,-0.034029458685494604,Medium,Spring,1,0.9608196
2024-03-28,LAPTOP001,Laptop Pro,Laptops,75000,84015.79,0.15,71413.42,72651.63,133,70,0,0,3,3,1,9497985.28,-1238.2100000000064,-0.017043113829655388,Low,Spring,1,0.9521789333333333
2024-03-29,LAPTOP001,Laptop Pro,Laptops,75000,77077.88,0.0,77077.88,87370.9,63,319,0,0,3,4,1,4855906.59,-10293.01999999999,-0.11780833206479492,High,Spring,0,1.0277050666666667
2024-03-30,LAPTOP001,Laptop Pro,Laptops,75000,77766.75,0.05,73878.41,78946.81,143,176,0,1,3,5,1,10564612.73,-5068.399999999994,-0.06420018744265911,Medium,Spring,1,0.9850454666666667
2024-03-31,LAPTOP001,Laptop Pro,Laptops,75000,66710.27,0.05,63374.76,81474.75,197,372,0,1,3,6,1,12484827.58,-18099.989999999998,-0.2221545939079285,High,Spring,1,0.8449968
2024-04-01,LAPTOP001,Laptop Pro,Laptops,75000,67792.87,0.0,67792.87,67126.3,136,236,0,0,4,0,2,9219830.31,666.5699999999924,0.009930087015074454,Medium,Spring,0,0.9039049333333332
2024-04-02,LAPTOP001,Laptop Pro,Laptops,75000,67821.98,0.1,61039.78,85631.55,198,321,0,0,4,1,2,12085877.09,-24591.770000000004,-0.2871811849721277,High,Spring,1,0.8138637333333333
2024-04-04,LAPTOP001,Laptop Pro,Laptops,75000,75333.39,0.0,75333.39,70777.0,98,290,0,0,4,3,2,7382672.27,4556.389999999999,0.06437670429659352,Medium,Spring,0,1.0044452
2024-04-06,LAPTOP001,Laptop Pro,Laptops,75000,69558.0,0.0,69558.0,79702.1,132,89,0,1,4,5,2,9181656.3,-10144.100000000006,-0.12727519099245824,Low,Spring,0,0.92744
2024-04-07,LAPTOP001,Laptop Pro,Laptops,75000,81153.15,0.1,73037.83,63926.21,101,369,0,1,4,6,2,7376820.91,9111.620000000003,0.14253339905494167,High,Spring,1,0.9738377333333333
2024-04-08,LAPTOP001,Laptop Pro,Laptops,75000,73960.26,0.15,62866.22,67081.51,160,209,0,0,4,0,2,10058596.0,-4215.289999999994,-0.0628383290716025,Medium,Spring,1,0.8382162666666667
2024-04-09,LAPTOP001,Laptop Pro,Laptops,75000,67569.55,0.1,60812.6,75593.22,182,285,0,0,4,1,2,11067892.76,-14780.620000000003,-0.1955283820427282,Medium,Spring,1,0.8108346666666666
2024-04-10,LAPTOP001,Laptop Pro,Laptops,75000,82399.88,0.0,82399.88,72926.63,72,213,0,0,4,2,2,5932791.05,9473.25,0.1299011074555344,Medium,Spring,0,1.0986650666666666
2024-04-11,LAPTOP001,Laptop Pro,Laptops,75000,77635.76,0.2,62108.61,81203.32,191,392,0,0,4,3,2,11862744.46,-19094.710000000006,-0.23514691271243596,High,Spring,1,0.8281148
2024-04-12,LAPTOP001,Laptop Pro,Laptops,75000,67521.43,0.0,67521.43,61100.14,122,270,0,0,4,4,2,8237614.75,6421.289999999994,0.10509452187834584,Medium,Spring,0,0.9002857333333333
2024-04-13,LAPTOP001,Laptop Pro,Laptops,75000,78685.6,0.15,66882.76,74238.93,212,58,0,1,4,5,2,14179145.46,-7356.169999999998,-0.09908776971866376,Low,Spring,1,0.8917701333333332
2024-04-14,LAPTOP001,Laptop Pro,Laptops,75000,81877.58,0.0,81877.58,77560.63,64,257,0,1,4,6,2,5240165.02,4316.949999999997,0.055659037323446146,Medium,Spring,0,1.0917010666666667
2024-04-15,LAPTOP001,Laptop Pro,Laptops,75000,68381.43,0.2,54705.14,63357.59,239,250,0,0,4,0,2,13074528.89,-8652.449999999997,-0.13656532705868385,Medium,Spring,1,0.7294018666666666
2024-04-16,LAPTOP001,Laptop Pro,Laptops,75000,65034.45,0.0,65034.45,75935.09,156,94,0,0,4,1,2,10145374.86,-10900.64,-0.14355207849230178,Low,Spring,0,0.867126
2024-04-17,LAPTOP001,Laptop Pro,Laptops,75000,64635.23,0.0,64635.23,63663.3,92,211,0,0,4,2,2,5946441.13,971.9300000000003,0.015266723528312234,Medium,Spring,0,0.8618030666666667
2024-04-18,LAPTOP001,Laptop Pro,Laptops,75000,84762.19,0.0,84762.19,69484.68,71,140,0,0,4,3,2,6018115.34,15277.51000000001,0.21986875380299672,Low,Spring,0,1.1301625333333334
2024-04-19,LAPTOP001,Laptop Pro,Laptops,75000,64685.39,0.05,61451.12,64450.3,160,356,0,0,4,4,2,9832179.18,-2999.1800000000003,-0.046534771754359563,High,Spring,1,0.8193482666666667
2024-04-20,LAPTOP001,Laptop Pro,Laptops,75000,85465.17,0.2,68372.14,60148.2,201,155,0,1,4,5,2,13742799.44,8223.940000000002,0.13672794863354187,Medium,Spring,1,0.9116285333333334
2024-04-21,LAPTOP001,Laptop Pro,Laptops,75000,78130.2,0.2,62504.16,86037.55,152,218,0,1,4,6,2,9500632.15,-23533.39,-0.273524641275815,Medium,Spring,1,0.8333888
2024-04-22,LAPTOP001,Laptop Pro,Laptops,75000,75350.91,0.05,71583.37,74665.4,128,90,0,0,4,0,2,9162670.73,-3082.029999999999,-0.04127788774988146,Low,Spring,1,0.9544449333333332
2024-04-23,LAPTOP001,Laptop Pro,Laptops,75000,66892.15,0.05,63547.55,60899.21,84,361,0,0,4,1,2,5337993.83,2648.340000000004,0.043487263627886207,High,Spring,1,0.8473006666666667
2024-04-24,LAPTOP001,Laptop Pro,Laptops,75000,79605.32,0.1,71644.79,66055.6,131,230,0,0,4,2,2,9385466.89,5589.189999999988,0.08461341657633853,Medium,Spring,1,0.9552638666666666
2024-04-25,LAPTOP001,Laptop Pro,Laptops,75000,85573.02,0.0,85573.02,62817.02,67,163,0,0,4,3,2,5733392.41,22756.000000000007,0.36225850892003486,Medium,Spring,0,1.1409736000000001
2024-04-26,LAPTOP001,Laptop Pro,Laptops,75000,73734.38,0.15,62674.22,86044.27,147,378,0,0,4,4,2,9213110.77,-23370.050000000003,-0.2716049540544652,High,Spring,1,0.8356562666666667
2024-04-27,LAPTOP001,Laptop Pro,Laptops,75000,79334.08,0.05,75367.38,85143.46,150,228,0,1,4,5,2,11305106.96,-9776.080000000002,-0.11481891856403299,Medium,Spring,1,1.0048984
2024-04-28,LAPTOP001,Laptop Pro,Laptops,75000,79123.08,0.05,75166.93,74915.24,130,98,0,1,4,6,2,9771700.46,251.68999999998778,0.003359663534415531,Low,Spring,1,1.0022257333333333
2024-04-29,LAPTOP001,Laptop Pro,Laptops,75000,83300.36,0.05,79135.34,77118.29,84,262,0,0,4,0,2,6647368.9,2017.050000000003,0.026155273930477493,Medium,Spring,1,1.0551378666666666
2024-04-30,LAPTOP001,Laptop Pro,Laptops,75000,84696.35,0.0,84696.35,80685.8,82,180,0,0,4,1,2,6945100.34,4010.550000000003,0.04970577226723913,Medium,Spring,0,1.1292846666666667
2024-05-01,LAPTOP001,Laptop Pro,Laptops,75000,68602.69,0.15,58312.29,79766.56,174,376,0,0,5,2,2,10146337.99,-21454.269999999997,-0.26896320964574627,High,Spring,1,0.7774972
2024-05-02,LAPTOP001,Laptop Pro,Laptops,75000,78402.74,0.0,78402.74,63197.79,85,291,0,0,5,3,2,6664233.07,15204.950000000004,0.24059306504230613,Medium,Spring,0,1.0453698666666666
2024-05-03,LAPTOP001,Laptop Pro,Laptops,75000,86236.81,0.2,68989.45,61446.36,174,117,0,0,5,4,2,12004163.79,7543.0899999999965,0.12275893966705263,Low,Spring,1,0.9198593333333333
2024-05-04,LAPTOP001,Laptop Pro,Laptops,75000,72905.43,0.2,58324.34,86122.6,126,397,0,1,5,5,2,7348867.25,-27798.26000000001,-0.32277543873501274,High,Spring,1,0.7776578666666666
2024-05-05,LAPTOP001,Laptop Pro,Laptops,75000,76507.87,0.0,76507.87,82153.48,127,270,0,1,5,6,2,9716498.97,-5645.610000000001,-0.06872027819150206,Medium,Spring,0,1.0201049333333332
2024-05-06,LAPTOP001,Laptop Pro,Laptops,75000,72843.16,0.2,58274.53,69810.99,250,308,0,0,5,0,2,14568631.45,-11536.460000000006,-0.1652527775354569,High,Spring,1,0.7769937333333333
2024-05-07,LAPTOP001,Laptop Pro,Laptops,75000,81926.53,0.0,81926.53,82868.55,93,215,0,0,5,1,2,7619167.63,-942.0200000000041,-0.011367641885854212,Medium,Spring,0,1.0923537333333333
2024-05-08,LAPTOP001,Laptop Pro,Laptops,75000,73550.62,0.0,73550.62,84535.03,97,118,0,0,5,2,2,7134410.58,-10984.410000000003,-0.12993915066925515,Low,Spring,0,0.9806749333333332
2024-05-09,LAPTOP001,Laptop Pro,Laptops,75000,76001.0,0.2,60800.8,60172.76,111,378,0,0,5,3,2,6748889.22,628.0400000000009,0.010437280922463934,High,Spring,1,0.8106773333333334
2024-05-10,LAPTOP001,Laptop Pro,Laptops,75000,71995.38,0.1,64795.85,71885.18,173,205,0,0,5,4,2,11209681.37,-7089.3299999999945,-0.09862018847278389,Medium,Spring,1,0.8639446666666667
2024-05-11,LAPTOP001,Laptop Pro,Laptops,75000,72492.56,0.05,68867.93,73460.81,140,65,0,1,5,5,2,9641510.12,-4592.880000000005,-0.06252149955874438,Low,Spring,1,0.9182390666666665
2024-05-12,LAPTOP001,Laptop Pro,Laptops,75000,72148.17,0.0,72148.17,66818.09,56,342,0,1,5,6,2,4040297.26,5330.080000000002,0.07977001437784291,High,Spring,0,0.9619755999999999
2024-05-13,LAPTOP001,Laptop Pro,Laptops,75000,77327.59,0.0,77327.59,80046.38,99,243,0,0,5,0,2,7655431.74,-2718.790000000008,-0.033965183684758864,Medium,Spring,0,1.0310345333333333
2024-05-15,LAPTOP001,Laptop Pro,Laptops,75000,75429.34,0.05,71657.87,74375.46,104,127,0,0,5,2,2,7452418.81,-2717.590000000011,-0.03653879922221672,Low,Spring,1,0.9554382666666666
2024-05-16,LAPTOP001,Laptop Pro,Laptops,75000,71428.08,0.0,71428.08,71405.87,105,318,0,0,5,3,2,7499947.99,22.210000000006403,0.00031103885436878516,High,Spring,0,0.9523744000000001
2024-05-17,LAPTOP001,Laptop Pro,Laptops,75000,76803.88,0.15,65283.3,76008.08,184,134,0,0,5,4,2,12012126.57,-10724.779999999999,-0.14110052510206808,Low,Spring,1,0.870444
2024-05-18,LAPTOP001,Laptop Pro,Laptops,75000,80959.87,0.1,72863.89,84389.57,142,343,0,1,5,5,2,10346671.82,-11525.680000000008,-0.13657706752149593,High,Spring,1,0.9715185333333334
2024-05-19,LAPTOP001,Laptop Pro,Laptops,75000,85249.28,0.1,76724.35,60546.98,104,239,0,1,5,6,2,7979332.9,16177.370000000003,0.2671870669684929,Medium,Spring,1,1.0229913333333334
2024-05-20,LAPTOP001,Laptop Pro,Laptops,75000,63920.16,0.0,63920.16,79424.24,163,76,0,0,5,0,2,10418986.84,-15504.080000000002,-0.19520589683955428,Low,Spring,0,0.8522688
2024-05-21,LAPTOP001,Laptop Pro,Laptops,75000,69228.35,0.2,55382.68,87811.04,65,313,0,0,5,1,2,3599874.29,-32428.359999999993,-0.36929707244100507,High,Spring,1,0.7384357333333333
2024-05-22,LAPTOP001,Laptop Pro,Laptops,75000,84774.81,0.1,76297.33,70548.68,98,215,0,0,5,2,2,7477138.3,5748.650000000009,0.08148486973817241,Medium,Spring,1,1.0172977333333333
2024-05-23,LAPTOP001,Laptop Pro,Laptops,75000,74682.11,0.2,59745.69,67703.3,201,384,0,0,5,3,2,12008884.02,-7957.610000000001,-0.11753651594530844,High,Spring,1,0.7966092
2024-05-24,LAPTOP001,Laptop Pro,Laptops,75000,70664.02,0.1,63597.62,84090.78,183,201,0,0,5,4,2,11638364.79,-20493.159999999996,-0.24370281736000066,Medium,Spring,1,0.8479682666666667
2024-05-25,LAPTOP001,Laptop Pro,Laptops,75000,70754.42,0.05,67216.7,78310.01,175,340,0,1,5,5,2,11762922.86,-11093.309999999998,-0.14165890158869854,High,Spring,1,0.8962226666666666
2024-05-26,LAPTOP001,Laptop Pro,Laptops,75000,69884.04,0.05,66389.84,72406.47,145,195,0,1,5,6,2,9626526.51,-6016.630000000005,-0.0830951985368159,Medium,Spring,1,0.8851978666666667
2024-05-27,LAPTOP001,Laptop Pro,Laptops,75000,67825.86,0.0,67825.86,80433.54,116,79,0,0,5,0,2,7867799.8,-12607.679999999993,-0.15674655125212683,Low,Spring,0,0.9043448000000001
2024-05-28,LAPTOP001,Laptop Pro,Laptops,75000,75566.18,0.15,64231.25,81271.39,69,321,0,0,5,1,2,4431956.23,-17040.14,-0.2096696020579936,High,Spring,1,0.8564166666666667
2024-05-29,LAPTOP001,Laptop Pro,Laptops,75000,76514.52,0.05,72688.8,67696.88,127,194,0,0,5,2,2,9231477.43,4991.919999999998,0.0737392919732785,Medium,Spring,1,0.969184
2024-05-30,LAPTOP001,Laptop Pro,Laptops,75000,74629.78,0.0,74629.78,84179.78,108,86,0,0,5,3,2,8060015.92,-9550.0,-0.11344767116283744,Low,Spring,0,0.9950637333333333
2024-05-31,LAPTOP001,Laptop Pro,Laptops,75000,64726.78,0.2,51781.43,78994.54,97,263,0,0,5,4,2,5022798.28,-27213.109999999993,-0.34449355613691773,Medium,Spring,1,0.6904190666666666
2024-06-02,LAPTOP001,Laptop Pro,Laptops,75000,68881.79,0.0,68881.79,66361.35,135,228,0,1,6,6,2,9299042.31,2520.439999999988,0.03798054138440504,Medium,Summer,0,0.9184238666666665
2024-06-03,LAPTOP001,Laptop Pro,Laptops,75000,72998.14,0.2,58398.51,85195.84,255,399,0,0,6,0,2,14891620.68,-26797.329999999994,-0.31453801030660644,High,Summer,1,0.7786468
2024-06-04,LAPTOP001,Laptop Pro,Laptops,75000,71701.98,0.1,64531.78,67106.12,173,226,0,0,6,1,2,11163998.45,-2574.3399999999965,-0.03836222389254507,Medium,Summer,1,0.8604237333333333
