Date,Product_ID,Product_Name,Category,Base_Price,Current_Price,Discount,Actual_Price,Competitor_Price,Units_Sold,Inventory,Holiday_Flag,Weekend_Flag,Month,Day_of_Week,Quarter,Revenue
2023-03-02,PHONE001,SmartPhone X,Phones,25000,26142.19,0.0,26142.19,28456.04,101,60,0,0,3,3,1,2640360.92
2023-03-03,PHONE001,SmartPhone X,Phones,25000,24474.48,0.0,24474.48,26729.67,55,273,0,0,3,4,1,1346096.57
2023-03-04,PHONE001,SmartPhone X,Phones,25000,23547.35,0.15,20015.25,27889.85,250,272,0,1,3,5,1,5003812.14
2023-03-05,PHONE001,SmartPhone X,Phones,25000,27237.85,0.15,23152.17,28224.22,207,65,0,1,3,6,1,4792500.16
2023-03-06,PHONE001,SmartPhone X,Phones,25000,28124.76,0.2,22499.81,24309.85,61,316,0,0,3,0,1,1372488.5
2023-03-07,PHONE001,SmartPhone X,Phones,25000,25616.49,0.0,25616.49,23711.72,94,222,0,0,3,1,1,2407950.12
2023-03-08,PHONE001,SmartPhone X,Phones,25000,26541.89,0.15,22560.61,26884.05,162,60,0,0,3,2,1,3654818.8
2023-03-09,PHONE001,SmartPhone X,Phones,25000,22501.45,0.0,22501.45,24305.29,53,267,0,0,3,3,1,1192576.93
2023-03-10,PHONE001,SmartPhone X,Phones,25000,27925.73,0.2,22340.58,23458.77,157,110,0,0,3,4,1,3507471.41
2023-03-11,PHONE001,SmartPhone X,Phones,25000,21440.86,0.2,17152.69,26458.22,114,360,0,1,3,5,1,1955406.27
2023-03-12,PHONE001,SmartPhone X,Phones,25000,23804.53,0.1,21424.08,20717.12,174,186,0,1,3,6,1,3727789.59
2023-03-13,PHONE001,SmartPhone X,Phones,25000,23584.13,0.15,20046.51,26771.21,191,250,0,0,3,0,1,3828883.7
2023-03-14,PHONE001,SmartPhone X,Phones,25000,23984.45,0.05,22785.23,22178.93,146,104,0,0,3,1,1,3326643.63
2023-03-15,PHONE001,SmartPhone X,Phones,25000,24655.01,0.0,24655.01,26882.74,92,339,0,0,3,2,1,2268261.12
2023-03-16,PHONE001,SmartPhone X,Phones,25000,24891.92,0.0,24891.92,20275.37,89,250,0,0,3,3,1,2215381.12
2023-03-17,PHONE001,SmartPhone X,Phones,25000,28480.13,0.15,24208.11,23842.07,117,133,0,0,3,4,1,2832348.98
2023-03-18,PHONE001,SmartPhone X,Phones,25000,21482.17,0.0,21482.17,23879.87,119,268,0,1,3,5,1,2556378.04
2023-03-19,PHONE001,SmartPhone X,Phones,25000,21425.14,0.2,17140.11,27562.14,264,236,0,1,3,6,1,4524989.72
2023-03-20,PHONE001,SmartPhone X,Phones,25000,23419.34,0.0,23419.34,29000.83,109,127,0,0,3,0,1,2552707.6
2023-03-21,PHONE001,SmartPhone X,Phones,25000,28419.39,0.0,28419.39,23139.67,78,242,0,0,3,1,1,2216712.51
2023-03-22,PHONE001,SmartPhone X,Phones,25000,25772.07,0.2,20617.66,28267.07,257,278,0,0,3,2,1,5298737.92
2023-03-23,PHONE001,SmartPhone X,Phones,25000,23413.04,0.1,21071.74,29611.35,180,98,0,0,3,3,1,3792912.61
2023-03-24,PHONE001,SmartPhone X,Phones,25000,24141.34,0.15,20520.14,23403.87,99,345,0,0,3,4,1,2031493.7
2023-03-25,PHONE001,SmartPhone X,Phones,25000,22406.09,0.0,22406.09,25537.11,150,195,0,1,3,5,1,3360913.17
2023-03-26,PHONE001,SmartPhone X,Phones,25000,26964.26,0.05,25616.05,28336.5,124,71,0,1,3,6,1,3176390.25
2023-03-27,PHONE001,SmartPhone X,Phones,25000,23517.5,0.0,23517.5,22593.35,64,319,0,0,3,0,1,1505119.96
2023-03-28,PHONE001,SmartPhone X,Phones,25000,21682.36,0.15,18430.0,23424.48,231,88,0,0,3,1,1,4257330.77
2023-03-29,PHONE001,SmartPhone X,Phones,25000,28498.13,0.0,28498.13,25577.09,71,379,0,0,3,2,1,2023367.26
2023-03-30,PHONE001,SmartPhone X,Phones,25000,25603.51,0.05,24323.33,21391.97,105,274,0,0,3,3,1,2553949.82
2023-03-31,PHONE001,SmartPhone X,Phones,25000,25946.76,0.0,25946.76,24888.98,88,186,0,0,3,4,1,2283314.65
2023-04-01,PHONE001,SmartPhone X,Phones,25000,28703.86,0.1,25833.48,28803.15,141,338,0,1,4,5,2,3642520.2
2023-04-02,PHONE001,SmartPhone X,Phones,25000,25520.33,0.05,24244.31,26206.6,126,212,0,1,4,6,2,3054783.53
2023-04-03,PHONE001,SmartPhone X,Phones,25000,24213.53,0.05,23002.86,20394.6,118,94,0,0,4,0,2,2714337.06
2023-04-04,PHONE001,SmartPhone X,Phones,25000,25322.68,0.0,25322.68,22277.5,103,353,0,0,4,1,2,2608236.49
2023-04-05,PHONE001,SmartPhone X,Phones,25000,28070.91,0.0,28070.91,27221.43,80,273,0,0,4,2,2,2245672.77
2023-04-06,PHONE001,SmartPhone X,Phones,25000,27774.77,0.05,26386.03,21306.52,95,178,0,0,4,3,2,2506672.87
2023-04-07,PHONE001,SmartPhone X,Phones,25000,22186.16,0.15,18858.23,27942.11,166,282,0,0,4,4,2,3130466.63
2023-04-08,PHONE001,SmartPhone X,Phones,25000,27828.18,0.1,25045.36,29440.42,132,150,0,1,4,5,2,3305987.71
2023-04-09,PHONE001,SmartPhone X,Phones,25000,24720.07,0.0,24720.07,29809.87,126,206,0,1,4,6,2,3114728.45
2023-04-10,PHONE001,SmartPhone X,Phones,25000,27726.61,0.0,27726.61,25887.32,77,129,0,0,4,0,2,2134948.69
2023-04-11,PHONE001,SmartPhone X,Phones,25000,23393.38,0.0,23393.38,22032.23,117,372,0,0,4,1,2,2737025.07
2023-04-12,PHONE001,SmartPhone X,Phones,25000,24149.05,0.2,19319.24,25112.75,247,125,0,0,4,2,2,4771853.03
2023-04-13,PHONE001,SmartPhone X,Phones,25000,25579.59,0.2,20463.67,28655.77,143,347,0,0,4,3,2,2926305.41
2023-04-14,PHONE001,SmartPhone X,Phones,25000,24306.88,0.1,21876.19,28275.19,183,164,0,0,4,4,2,4003343.39
2023-04-15,PHONE001,SmartPhone X,Phones,25000,25551.47,0.0,25551.47,29560.47,107,57,0,1,4,5,2,2734006.98
2023-04-16,PHONE001,SmartPhone X,Phones,25000,22069.48,0.2,17655.59,28539.62,55,372,0,1,4,6,2,971057.19
2023-04-17,PHONE001,SmartPhone X,Phones,25000,27602.27,0.2,22081.81,28930.9,170,202,0,0,4,0,2,3753908.23
2023-04-18,PHONE001,SmartPhone X,Phones,25000,27875.99,0.0,27875.99,24483.19,76,126,0,0,4,1,2,2118574.91
2023-04-19,PHONE001,SmartPhone X,Phones,25000,25949.44,0.1,23354.5,29263.83,107,210,0,0,4,2,2,2498931.44
2023-04-20,PHONE001,SmartPhone X,Phones,25000,24826.33,0.2,19861.06,26877.22,224,393,0,0,4,3,2,4448877.62
2023-04-21,PHONE001,SmartPhone X,Phones,25000,26443.99,0.0,26443.99,21344.35,74,319,0,0,4,4,2,1956855.5
2023-04-22,PHONE001,SmartPhone X,Phones,25000,23940.37,0.05,22743.35,28044.37,153,166,0,1,4,5,2,3479732.26
2023-04-23,PHONE001,SmartPhone X,Phones,25000,22830.29,0.1,20547.26,29574.48,141,366,0,1,4,6,2,2897163.45
2023-04-24,PHONE001,SmartPhone X,Phones,25000,28733.66,0.05,27296.97,26768.21,102,264,0,0,4,0,2,2784291.31
2023-04-25,PHONE001,SmartPhone X,Phones,25000,23459.65,0.0,23459.65,20143.15,110,154,0,0,4,1,2,2580561.0
2023-04-26,PHONE001,SmartPhone X,Phones,25000,27506.08,0.0,27506.08,27404.76,75,79,0,0,4,2,2,2062956.34
2023-04-27,PHONE001,SmartPhone X,Phones,25000,26900.71,0.1,24210.64,27689.23,82,311,0,0,4,3,2,1985272.35
2023-04-28,PHONE001,SmartPhone X,Phones,25000,26995.87,0.15,22946.49,28459.21,172,139,0,0,4,4,2,3946796.12
2023-04-29,PHONE001,SmartPhone X,Phones,25000,21914.54,0.2,17531.63,24876.28,121,325,0,1,4,5,2,2121327.02
2023-04-30,PHONE001,SmartPhone X,Phones,25000,24306.57,0.0,24306.57,24071.06,104,221,0,1,4,6,2,2527883.56
2023-05-01,PHONE001,SmartPhone X,Phones,25000,23866.15,0.05,22672.85,21109.98,137,84,0,0,5,0,2,3106179.94
2023-05-02,PHONE001,SmartPhone X,Phones,25000,28357.66,0.0,28357.66,20723.16,73,304,0,0,5,1,2,2070109.19
2023-05-03,PHONE001,SmartPhone X,Phones,25000,25169.32,0.0,25169.32,22995.66,82,222,0,0,5,2,2,2063884.61
2023-05-04,PHONE001,SmartPhone X,Phones,25000,25004.68,0.0,25004.68,27945.16,111,111,0,0,5,3,2,2775519.7
2023-05-05,PHONE001,SmartPhone X,Phones,25000,21626.7,0.15,18382.69,20729.02,107,226,0,0,5,4,2,1966947.92
2023-05-06,PHONE001,SmartPhone X,Phones,25000,23464.68,0.2,18771.74,22323.84,211,241,0,1,5,5,2,3960837.77
2023-05-07,PHONE001,SmartPhone X,Phones,25000,27276.12,0.0,27276.12,29292.28,98,143,0,1,5,6,2,2673059.82
2023-05-08,PHONE001,SmartPhone X,Phones,25000,28045.83,0.05,26643.54,23214.96,90,53,0,0,5,0,2,2397918.68
2023-05-09,PHONE001,SmartPhone X,Phones,25000,22945.22,0.15,19503.43,26404.76,60,326,0,0,5,1,2,1170206.09
2023-05-10,PHONE001,SmartPhone X,Phones,25000,25776.2,0.0,25776.2,23578.14,94,232,0,0,5,2,2,2422962.63
2023-05-11,PHONE001,SmartPhone X,Phones,25000,22171.91,0.15,18846.12,28886.59,232,302,0,0,5,3,2,4372299.68
2023-05-12,PHONE001,SmartPhone X,Phones,25000,24620.12,0.2,19696.1,25858.65,249,53,0,0,5,4,2,4904328.51
2023-05-13,PHONE001,SmartPhone X,Phones,25000,21788.32,0.2,17430.65,26826.17,48,340,0,1,5,5,2,836671.43
2023-05-14,PHONE001,SmartPhone X,Phones,25000,26604.64,0.0,26604.64,28225.35,115,225,0,1,5,6,2,3059534.15
2023-05-15,PHONE001,SmartPhone X,Phones,25000,25393.76,0.05,24124.07,25201.7,106,119,0,0,5,0,2,2557151.36
2023-05-16,PHONE001,SmartPhone X,Phones,25000,27065.1,0.0,27065.1,22714.09,78,280,0,0,5,1,2,2111077.5
2023-05-17,PHONE001,SmartPhone X,Phones,25000,23382.06,0.0,23382.06,21338.28,111,169,0,0,5,2,2,2595408.18
2023-05-18,PHONE001,SmartPhone X,Phones,25000,21657.49,0.0,21657.49,27486.45,135,229,0,0,5,3,2,2923761.19
2023-05-19,PHONE001,SmartPhone X,Phones,25000,21251.01,0.2,17000.81,25111.29,197,303,0,0,5,4,2,3349159.21
2023-05-20,PHONE001,SmartPhone X,Phones,25000,23321.27,0.2,18657.02,27069.76,263,331,0,1,5,5,2,4906795.56
2023-05-21,PHONE001,SmartPhone X,Phones,25000,27545.04,0.2,22036.03,20038.2,177,154,0,1,5,6,2,3900377.48
2023-05-22,PHONE001,SmartPhone X,Phones,25000,26806.78,0.0,26806.78,23162.7,71,83,0,0,5,0,2,1903281.41
2023-05-23,PHONE001,SmartPhone X,Phones,25000,23951.75,0.15,20358.99,22703.93,91,338,0,0,5,1,2,1852668.2
2023-05-24,PHONE001,SmartPhone X,Phones,25000,23600.11,0.05,22420.1,27889.32,164,174,0,0,5,2,2,3676897.04
2023-05-25,PHONE001,SmartPhone X,Phones,25000,24503.63,0.05,23278.45,29099.43,132,213,0,0,5,3,2,3072755.28
2023-05-26,PHONE001,SmartPhone X,Phones,25000,28480.59,0.0,28480.59,20892.9,68,145,0,0,5,4,2,1936679.99
2023-05-27,PHONE001,SmartPhone X,Phones,25000,24953.61,0.1,22458.24,23876.49,150,292,0,1,5,5,2,3368736.72
2023-05-28,PHONE001,SmartPhone X,Phones,25000,26528.93,0.1,23876.04,20043.63,122,170,0,1,5,6,2,2912876.31
2023-05-29,PHONE001,SmartPhone X,Phones,25000,26597.85,0.2,21278.28,26663.85,193,327,0,0,5,0,2,4106707.33
2023-05-30,PHONE001,SmartPhone X,Phones,25000,26957.78,0.15,22914.12,29507.73,179,148,0,0,5,1,2,4101626.75
2023-05-31,PHONE001,SmartPhone X,Phones,25000,23485.39,0.05,22311.12,21053.65,142,394,0,0,5,2,2,3168179.32
2023-06-01,PHONE001,SmartPhone X,Phones,25000,26081.12,0.0,26081.12,20481.86,76,318,0,0,6,3,2,1982165.06
2023-06-02,PHONE001,SmartPhone X,Phones,25000,28426.0,0.0,28426.0,25004.01,72,246,0,0,6,4,2,2046671.9
2023-06-03,PHONE001,SmartPhone X,Phones,25000,24682.75,0.0,24682.75,22088.83,106,140,0,1,6,5,2,2616371.19
2023-06-04,PHONE001,SmartPhone X,Phones,25000,24023.6,0.1,21621.24,20523.55,151,233,0,1,6,6,2,3264807.16
2023-06-05,PHONE001,SmartPhone X,Phones,25000,24373.78,0.0,24373.78,28221.8,123,110,0,0,6,0,2,2997975.34
2023-06-06,PHONE001,SmartPhone X,Phones,25000,22839.96,0.05,21697.96,26573.53,109,378,0,0,6,1,2,2365077.38
2023-06-07,PHONE001,SmartPhone X,Phones,25000,27851.18,0.05,26458.62,22157.41,94,284,0,0,6,2,2,2487109.98
2023-06-08,PHONE001,SmartPhone X,Phones,25000,25808.14,0.0,25808.14,22953.01,78,206,0,0,6,3,2,2013034.99
2023-06-09,PHONE001,SmartPhone X,Phones,25000,26137.3,0.0,26137.3,27385.97,89,117,0,0,6,4,2,2326219.54
2023-06-10,PHONE001,SmartPhone X,Phones,25000,26086.24,0.15,22173.31,23951.31,124,355,0,1,6,5,2,2749490.17
2023-06-11,PHONE001,SmartPhone X,Phones,25000,22744.11,0.2,18195.29,28902.15,316,261,0,1,6,6,2,5749712.16
2023-06-12,PHONE001,SmartPhone X,Phones,25000,24008.39,0.15,20407.14,20580.92,166,95,0,0,6,0,2,3387584.52
2023-06-13,PHONE001,SmartPhone X,Phones,25000,25118.96,0.0,25118.96,22675.93,103,279,0,0,6,1,2,2587253.32
2023-06-14,PHONE001,SmartPhone X,Phones,25000,21360.2,0.1,19224.18,23790.94,200,79,0,0,6,2,2,3844836.07
2023-06-15,PHONE001,SmartPhone X,Phones,25000,21394.96,0.0,21394.96,21243.68,76,341,0,0,6,3,2,1626016.75
2023-06-16,PHONE001,SmartPhone X,Phones,25000,24946.48,0.05,23699.16,24042.9,123,218,0,0,6,4,2,2914996.7
2023-06-17,PHONE001,SmartPhone X,Phones,25000,25713.49,0.0,25713.49,20099.24,93,125,0,1,6,5,2,2391354.34
2023-06-18,PHONE001,SmartPhone X,Phones,25000,28476.24,0.0,28476.24,25190.32,89,229,0,1,6,6,2,2534385.74
2023-06-19,PHONE001,SmartPhone X,Phones,25000,23588.98,0.05,22409.53,27739.91,158,71,0,0,6,0,2,3540705.74
2023-06-20,PHONE001,SmartPhone X,Phones,25000,25159.72,0.0,25159.72,29760.14,63,365,0,0,6,1,2,1585062.38
2023-06-21,PHONE001,SmartPhone X,Phones,25000,21377.11,0.2,17101.69,27701.58,360,239,0,0,6,2,2,6156606.96
2023-06-22,PHONE001,SmartPhone X,Phones,25000,22151.55,0.05,21043.98,22655.83,132,107,0,0,6,3,2,2777804.9
2023-06-23,PHONE001,SmartPhone X,Phones,25000,23449.81,0.15,19932.34,27731.42,107,274,0,0,6,4,2,2132760.64
2023-06-24,PHONE001,SmartPhone X,Phones,25000,23860.72,0.1,21474.65,23717.39,161,113,0,1,6,5,2,3457417.89
2023-06-25,PHONE001,SmartPhone X,Phones,25000,23498.5,0.15,19973.73,26464.59,129,269,0,1,6,6,2,2576610.96
2023-06-26,PHONE001,SmartPhone X,Phones,25000,27602.96,0.05,26222.81,20235.95,96,173,0,0,6,0,2,2517389.61
2023-06-27,PHONE001,SmartPhone X,Phones,25000,27123.99,0.2,21699.19,27803.76,170,323,0,0,6,1,2,3688862.38
2023-06-28,PHONE001,SmartPhone X,Phones,25000,24235.04,0.05,23023.29,23029.16,110,213,0,0,6,2,2,2532561.65
2023-06-29,PHONE001,SmartPhone X,Phones,25000,22961.77,0.0,22961.77,22466.04,114,99,0,0,6,3,2,2617641.24
2023-06-30,PHONE001,SmartPhone X,Phones,25000,26855.83,0.05,25513.04,24738.1,85,341,0,0,6,4,2,2168608.52
2023-07-01,PHONE001,SmartPhone X,Phones,25000,28433.42,0.0,28433.42,29427.24,100,241,0,1,7,5,3,2843342.35
2023-07-02,PHONE001,SmartPhone X,Phones,25000,28684.96,0.05,27250.71,25444.82,118,123,0,1,7,6,3,3215583.93
2023-07-03,PHONE001,SmartPhone X,Phones,25000,21817.04,0.0,21817.04,23656.81,112,353,0,0,7,0,3,2443508.23
2023-07-04,PHONE001,SmartPhone X,Phones,25000,22718.75,0.1,20446.87,21408.03,182,171,0,0,7,1,3,3721330.94
2023-07-05,PHONE001,SmartPhone X,Phones,25000,27109.91,0.15,23043.43,25782.98,141,234,0,0,7,2,3,3249123.18
2023-07-06,PHONE001,SmartPhone X,Phones,25000,27333.43,0.2,21866.74,26359.55,186,217,0,0,7,3,3,4067214.13
2023-07-07,PHONE001,SmartPhone X,Phones,25000,26305.98,0.0,26305.98,22599.05,79,138,0,0,7,4,3,2078172.2
2023-07-08,PHONE001,SmartPhone X,Phones,25000,28131.14,0.2,22504.92,22905.05,136,306,0,1,7,5,3,3060668.45
2023-07-09,PHONE001,SmartPhone X,Phones,25000,27926.06,0.0,27926.06,27077.21,80,226,0,1,7,6,3,2234084.68
2023-07-10,PHONE001,SmartPhone X,Phones,25000,22354.77,0.2,17883.82,20078.42,234,329,0,0,7,0,3,4184813.47
2023-07-11,PHONE001,SmartPhone X,Phones,25000,24607.55,0.0,24607.55,21342.75,108,221,0,0,7,1,3,2657615.47
2023-07-12,PHONE001,SmartPhone X,Phones,25000,25222.45,0.2,20177.96,22418.93,216,200,0,0,7,2,3,4358439.0
2023-07-13,PHONE001,SmartPhone X,Phones,25000,26347.15,0.0,26347.15,20762.39,73,127,0,0,7,3,3,1923342.13
2023-07-14,PHONE001,SmartPhone X,Phones,25000,27302.24,0.15,23206.91,24596.65,128,276,0,0,7,4,3,2970483.84
2023-07-15,PHONE001,SmartPhone X,Phones,25000,24496.12,0.2,19596.9,20439.0,229,350,0,1,7,5,3,4487689.19
2023-07-16,PHONE001,SmartPhone X,Phones,25000,24591.56,0.1,22132.41,22091.85,148,202,0,1,7,6,3,3275596.1
2023-07-17,PHONE001,SmartPhone X,Phones,25000,27577.37,0.15,23440.77,29811.93,175,325,0,0,7,0,3,4102134.16
2023-07-18,PHONE001,SmartPhone X,Phones,25000,27653.39,0.2,22122.71,22419.77,199,126,0,0,7,1,3,4402419.2
2023-07-19,PHONE001,SmartPhone X,Phones,25000,22726.94,0.0,22726.94,29514.3,144,314,0,0,7,2,3,3272679.76
2023-07-20,PHONE001,SmartPhone X,Phones,25000,26587.92,0.1,23929.13,29811.44,145,169,0,0,7,3,3,3469723.7
2023-07-21,PHONE001,SmartPhone X,Phones,25000,23196.56,0.05,22036.74,24369.96,148,288,0,0,7,4,3,3261436.81
2023-07-22,PHONE001,SmartPhone X,Phones,25000,21798.11,0.0,21798.11,26223.43,182,106,0,1,7,5,3,3967256.33
2023-07-23,PHONE001,SmartPhone X,Phones,25000,22675.81,0.1,20408.23,27925.95,118,395,0,1,7,6,3,2408170.74
2023-07-24,PHONE001,SmartPhone X,Phones,25000,28327.76,0.1,25494.99,29601.36,124,271,0,0,7,0,3,3161378.23
2023-07-25,PHONE001,SmartPhone X,Phones,25000,28579.81,0.05,27150.82,27573.1,85,186,0,0,7,1,3,2307819.6
2023-07-26,PHONE001,SmartPhone X,Phones,25000,24826.75,0.05,23585.41,27183.31,120,66,0,0,7,2,3,2830249.59
2023-07-27,PHONE001,SmartPhone X,Phones,25000,26054.61,0.0,26054.61,26666.0,59,248,0,0,7,3,3,1537222.22
2023-07-28,PHONE001,SmartPhone X,Phones,25000,25488.14,0.15,21664.92,27716.27,186,62,0,0,7,4,3,4029674.91
2023-07-29,PHONE001,SmartPhone X,Phones,25000,21340.77,0.0,21340.77,20090.38,59,346,0,1,7,5,3,1259105.63
2023-07-30,PHONE001,SmartPhone X,Phones,25000,28196.46,0.05,26786.63,22286.77,104,242,0,1,7,6,3,2785809.8
2023-07-31,PHONE001,SmartPhone X,Phones,25000,22915.57,0.0,22915.57,23216.7,130,112,0,0,7,0,3,2979023.97
2023-08-01,PHONE001,SmartPhone X,Phones,25000,26716.46,0.2,21373.17,20953.99,109,398,0,0,8,1,3,2329675.38
2023-08-02,PHONE001,SmartPhone X,Phones,25000,21468.77,0.05,20395.33,24808.9,181,217,0,0,8,2,3,3691555.56
2023-08-03,PHONE001,SmartPhone X,Phones,25000,22138.77,0.0,22138.77,22888.85,122,95,0,0,8,3,3,2700929.9
2023-08-04,PHONE001,SmartPhone X,Phones,25000,28146.48,0.0,28146.48,29932.55,71,390,0,0,8,4,3,1998400.27
2023-08-05,PHONE001,SmartPhone X,Phones,25000,26957.56,0.05,25609.68,23717.24,112,278,0,1,8,5,3,2868284.32
2023-08-06,PHONE001,SmartPhone X,Phones,25000,26906.99,0.15,22870.94,29184.26,220,58,0,1,8,6,3,5031606.63
2023-08-07,PHONE001,SmartPhone X,Phones,25000,25578.42,0.2,20462.74,23571.21,63,297,0,0,8,0,3,1289152.34
2023-08-08,PHONE001,SmartPhone X,Phones,25000,23132.51,0.05,21975.88,25640.74,142,155,0,0,8,1,3,3120575.65
2023-08-09,PHONE001,SmartPhone X,Phones,25000,26174.73,0.15,22248.52,22403.99,140,366,0,0,8,2,3,3114793.23
2023-08-10,PHONE001,SmartPhone X,Phones,25000,28136.79,0.0,28136.79,21018.04,67,299,0,0,8,3,3,1885165.14
2023-08-11,PHONE001,SmartPhone X,Phones,25000,22906.4,0.05,21761.08,20389.3,117,182,0,0,8,4,3,2546045.9
2023-08-12,PHONE001,SmartPhone X,Phones,25000,22564.16,0.0,22564.16,28667.7,143,232,0,1,8,5,3,3226675.35
2023-08-13,PHONE001,SmartPhone X,Phones,25000,28378.44,0.1,25540.6,25816.22,130,102,0,1,8,6,3,3320277.92
2023-08-14,PHONE001,SmartPhone X,Phones,25000,25600.67,0.1,23040.6,25166.98,109,284,0,0,8,0,3,2511425.36
2023-08-15,PHONE001,SmartPhone X,Phones,25000,23368.72,0.2,18694.98,23530.5,317,225,1,0,8,1,3,5926307.52
2023-08-16,PHONE001,SmartPhone X,Phones,25000,28348.42,0.2,22678.74,28925.58,180,312,0,0,8,2,3,4082173.03
2023-08-17,PHONE001,SmartPhone X,Phones,25000,27102.74,0.0,27102.74,24763.36,82,230,0,0,8,3,3,2222424.78
2023-08-18,PHONE001,SmartPhone X,Phones,25000,22785.1,0.1,20506.59,25911.3,171,59,0,0,8,4,3,3506627.02
2023-08-19,PHONE001,SmartPhone X,Phones,25000,23736.74,0.05,22549.9,28550.3,53,203,0,1,8,5,3,1195144.62
2023-08-20,PHONE001,SmartPhone X,Phones,25000,21783.69,0.15,18516.13,20690.08,229,236,0,1,8,6,3,4240194.7
2023-08-21,PHONE001,SmartPhone X,Phones,25000,25051.9,0.05,23799.31,24094.12,132,104,0,0,8,0,3,3141508.67
2023-08-22,PHONE001,SmartPhone X,Phones,25000,27518.69,0.2,22014.96,23321.91,110,367,0,0,8,1,3,2421645.11
2023-08-23,PHONE001,SmartPhone X,Phones,25000,27033.42,0.0,27033.42,26546.51,77,290,0,0,8,2,3,2081573.43
2023-08-24,PHONE001,SmartPhone X,Phones,25000,27819.12,0.0,27819.12,25390.95,73,217,0,0,8,3,3,2030795.99
2023-08-25,PHONE001,SmartPhone X,Phones,25000,24439.21,0.05,23217.25,20375.71,103,114,0,0,8,4,3,2391376.83
2023-08-26,PHONE001,SmartPhone X,Phones,25000,26991.6,0.2,21593.28,20000.12,111,267,0,1,8,5,3,2396854.14
2023-08-27,PHONE001,SmartPhone X,Phones,25000,25168.83,0.0,25168.83,20546.34,115,152,0,1,8,6,3,2894415.03
2023-08-28,PHONE001,SmartPhone X,Phones,25000,22945.94,0.1,20651.35,23041.99,143,377,0,0,8,0,3,2953142.48
2023-08-29,PHONE001,SmartPhone X,Phones,25000,22978.12,0.05,21829.22,20014.74,143,234,0,0,8,1,3,3121578.28
2023-08-30,PHONE001,SmartPhone X,Phones,25000,28501.34,0.15,24226.14,22242.93,137,97,0,0,8,2,3,3318981.19
2023-08-31,PHONE001,SmartPhone X,Phones,25000,26814.22,0.0,26814.22,28484.25,88,284,0,0,8,3,3,2359651.58
2023-09-01,PHONE001,SmartPhone X,Phones,25000,23521.98,0.2,18817.59,23252.95,272,372,0,0,9,4,3,5118383.24
2023-09-02,PHONE001,SmartPhone X,Phones,25000,27375.85,0.2,21900.68,21816.14,196,176,0,1,9,5,3,4292532.65
2023-09-03,PHONE001,SmartPhone X,Phones,25000,28014.55,0.1,25213.1,28066.94,163,297,0,1,9,6,3,4109734.7
2023-09-04,PHONE001,SmartPhone X,Phones,25000,26906.86,0.0,26906.86,23931.95,84,213,0,0,9,0,3,2260176.4
2023-09-05,PHONE001,SmartPhone X,Phones,25000,26207.61,0.15,22276.47,20784.56,156,57,0,0,9,1,3,3475128.68
2023-09-06,PHONE001,SmartPhone X,Phones,25000,26569.91,0.15,22584.42,21673.21,61,394,0,0,9,2,3,1377649.64
2023-09-07,PHONE001,SmartPhone X,Phones,25000,25628.3,0.05,24346.88,29522.22,108,286,0,0,9,3,3,2629463.15
2023-09-08,PHONE001,SmartPhone X,Phones,25000,23239.95,0.2,18591.96,26015.54,255,338,0,0,9,4,3,4740948.99
2023-09-09,PHONE001,SmartPhone X,Phones,25000,26608.18,0.0,26608.18,27590.05,92,246,0,1,9,5,3,2447952.67
2023-09-10,PHONE001,SmartPhone X,Phones,25000,25103.91,0.1,22593.52,25088.91,166,80,0,1,9,6,3,3750523.93
2023-09-11,PHONE001,SmartPhone X,Phones,25000,28246.94,0.0,28246.94,28275.06,84,260,0,0,9,0,3,2372742.66
2023-09-12,PHONE001,SmartPhone X,Phones,25000,26607.45,0.15,22616.33,24617.16,182,78,0,0,9,1,3,4116172.48
2023-09-13,PHONE001,SmartPhone X,Phones,25000,26459.47,0.15,22490.55,27289.81,86,273,0,0,9,2,3,1934186.94
2023-09-14,PHONE001,SmartPhone X,Phones,25000,23305.54,0.0,23305.54,28070.71,111,162,0,0,9,3,3,2586914.6
2023-09-15,PHONE001,SmartPhone X,Phones,25000,23840.06,0.15,20264.05,23356.1,185,223,0,0,9,4,3,3748850.16
2023-09-16,PHONE001,SmartPhone X,Phones,25000,27674.03,0.05,26290.33,27011.7,125,98,0,1,9,5,3,3286290.96
2023-09-17,PHONE001,SmartPhone X,Phones,25000,25465.55,0.0,25465.55,29470.91,97,394,0,1,9,6,3,2470157.96
2023-09-18,PHONE001,SmartPhone X,Phones,25000,24103.88,0.15,20488.3,21630.35,207,187,0,0,9,0,3,4241078.18
2023-09-19,PHONE001,SmartPhone X,Phones,25000,26758.33,0.15,22744.58,23843.55,135,52,0,0,9,1,3,3070518.31
2023-09-20,PHONE001,SmartPhone X,Phones,25000,27542.48,0.2,22033.98,20114.18,55,225,0,0,9,2,3,1211869.12
2023-09-21,PHONE001,SmartPhone X,Phones,25000,28526.93,0.05,27100.58,24376.61,82,143,0,0,9,3,3,2222247.72
2023-09-22,PHONE001,SmartPhone X,Phones,25000,26536.53,0.0,26536.53,28171.28,93,50,0,0,9,4,3,2467897.53
2023-09-23,PHONE001,SmartPhone X,Phones,25000,28502.76,0.15,24227.35,20516.69,50,276,0,1,9,5,3,1211367.49
2023-09-24,PHONE001,SmartPhone X,Phones,25000,26638.4,0.0,26638.4,28626.4,95,181,0,1,9,6,3,2530648.44
